Id,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Ganhadores_Sena,Ganhadores_Quina,Ganhadores_Quadra
1188,1100,41,33,17,18,7,42,0,119,10353
1189,1101,7,12,57,6,24,10,1,284,17901
1190,1102,46,23,9,35,11,51,0,83,5695
1191,1103,41,19,10,28,55,56,0,47,5696
1192,1104,3,35,58,49,2,6,0,95,6982
1193,1105,43,1,50,28,57,15,1,135,7144
1194,1106,4,15,50,60,43,47,0,37,3139
1195,1107,36,20,54,9,3,53,0,85,6294
1196,1108,60,44,7,39,43,9,0,71,5791
1197,1109,11,52,14,6,29,8,0,141,8371
1198,1110,26,45,6,28,42,14,2,217,11277
1199,1110,26,45,6,28,42,14,2,217,11277
1200,1111,4,43,25,9,33,32,1,52,5266
1201,1112,4,34,52,32,58,43,0,43,3283
1202,1113,47,36,29,59,3,6,2,82,5947
1203,1113,47,36,29,59,3,6,2,82,5947
1204,1114,16,3,22,54,25,15,1,65,5054
1205,1115,44,41,18,50,37,30,0,26,3005
1206,1116,17,20,4,47,9,13,1,259,14186
1207,1117,27,35,40,1,6,17,0,36,3143
1208,1118,55,44,8,20,43,21,0,30,2965
1209,1119,44,54,41,45,34,10,0,22,2684
1210,1120,50,55,7,35,44,40,0,63,4116
1211,1121,18,4,59,54,56,17,1,94,6105
1212,1122,49,44,56,26,46,55,0,20,2425
1213,1123,19,4,39,14,45,60,0,51,3386
1214,1124,49,11,7,18,16,33,0,122,7528
1215,1125,7,42,56,29,33,3,1,263,11744
1216,1126,59,31,57,4,52,42,0,21,2186
1217,1127,24,8,14,5,29,30,3,152,7135
1218,1127,24,8,14,5,29,30,3,152,7135
1219,1127,24,8,14,5,29,30,3,152,7135
1220,1128,60,8,39,52,24,16,1,43,3389
1221,1129,47,19,17,12,32,55,0,75,4068
1222,1130,23,49,32,54,18,5,0,279,9245
1223,1131,49,34,36,1,16,8,0,119,7753
1224,1132,52,30,27,12,55,33,0,104,7799
1225,1133,16,5,58,39,10,21,1,111,8648
1226,1134,29,36,56,22,9,51,0,53,3770
1227,1135,5,4,19,39,6,23,1,127,9233
1228,1136,7,31,32,37,43,34,0,41,4242
1229,1137,21,28,19,25,50,43,0,33,2763
1230,1138,4,25,18,15,36,2,0,118,6796
1231,1139,36,42,37,9,28,31,0,25,2049
1232,1140,49,58,40,46,10,27,2,734,55988
1233,1140,49,58,40,46,10,27,2,734,55988
1234,1141,40,9,37,58,50,60,0,6,683
1235,1142,28,31,15,58,3,26,0,66,3640
1236,1143,35,47,60,44,30,3,0,52,3686
1237,1144,19,10,49,18,1,44,0,92,6105
1238,1145,19,3,60,33,24,16,1,129,8734
1239,1146,10,34,53,33,28,6,0,53,3641
1240,1147,23,39,52,31,6,33,0,30,3040
1241,1148,48,32,29,55,27,28,0,37,3792
1242,1149,46,54,8,36,7,23,0,91,6998
1243,1150,28,17,35,52,31,15,0,58,5033
1244,1151,1,25,4,14,21,51,0,101,7455
1245,1152,47,36,44,29,20,14,0,99,6884
1246,1153,55,46,34,17,19,6,0,148,9655
1247,1154,4,14,21,26,12,28,0,141,8206
1248,1155,28,58,41,40,51,20,0,76,6061
1249,1156,31,49,44,24,9,48,0,210,15420
1250,1157,46,9,43,41,49,29,4,248,19079
1251,1157,46,9,43,41,49,29,4,248,19079
1252,1157,46,9,43,41,49,29,4,248,19079
1253,1157,46,9,43,41,49,29,4,248,19079
1254,1158,23,31,60,55,30,54,0,38,2442
1255,1159,53,46,5,6,34,55,0,72,7628
1256,1160,40,5,3,48,1,18,1,118,10504
1257,1161,48,47,7,4,42,51,0,43,4214
1258,1162,31,25,18,41,22,30,0,43,3308
1259,1163,5,51,31,53,47,17,0,72,6107
1260,1164,17,6,14,40,49,26,0,56,5145
1261,1165,20,52,60,42,54,40,0,70,3923
1262,1166,35,28,54,30,22,31,0,86,6211
1263,1167,43,28,56,20,52,51,0,44,4342
1264,1168,47,20,4,56,53,5,0,97,8380
1265,1169,14,1,11,23,42,48,1,179,12185
1266,1170,46,11,27,34,49,13,1,228,10746
1267,1171,41,3,10,30,57,13,0,79,5610
1268,1172,28,52,6,43,12,56,0,90,6438
1269,1173,7,25,24,36,5,47,0,140,9619
1270,1174,7,52,6,51,47,39,0,38,4174
1271,1175,2,3,12,37,47,16,0,77,6958
1272,1176,21,11,49,14,33,30,0,102,7379
1273,1177,33,52,55,47,38,50,1,78,6269
1274,1178,1,53,22,50,45,30,0,27,2330
1275,1179,59,28,47,60,22,5,0,99,5765
1276,1180,60,12,34,30,44,57,0,70,5176
1277,1181,44,18,45,31,26,20,0,67,5964
1278,1182,52,29,56,60,2,4,0,82,7157
1279,1183,12,5,10,20,29,37,4,545,21948
1280,1183,12,5,10,20,29,37,4,545,21948
1281,1183,12,5,10,20,29,37,4,545,21948
1282,1183,12,5,10,20,29,37,4,545,21948
1283,1184,4,23,27,28,9,30,0,134,7342
1284,1185,54,10,2,43,21,35,0,96,5571
1285,1186,41,12,15,7,13,8,1,196,12126
1286,1187,8,49,43,17,40,19,0,42,4013
1287,1188,60,52,59,9,44,20,0,32,3164
1288,1189,50,21,14,35,31,27,0,44,4064
1289,1190,11,53,56,37,10,19,2,146,7261
1290,1190,11,53,56,37,10,19,2,146,7261
1291,1191,25,22,11,16,33,3,0,138,6525
1292,1192,49,17,20,59,57,52,0,34,2691
1293,1193,12,54,2,32,14,9,0,72,5845
1294,1194,24,53,41,6,13,50,0,54,4511
1295,1195,27,17,57,26,55,20,1,63,4448
1296,1196,60,3,20,19,58,6,0,85,5086
1297,1197,39,54,36,37,60,49,0,35,2662
1298,1198,29,22,36,58,41,48,0,52,3708
1299,1199,58,28,23,39,16,19,0,71,5692
1300,1200,10,3,39,54,56,11,1,91,6489
1301,1201,36,32,55,49,60,28,0,67,3425
1302,1202,9,60,11,53,48,8,0,63,4195
1303,1203,55,30,33,9,7,38,0,99,6138
1304,1204,10,25,5,39,52,43,0,95,6613
1305,1205,14,4,26,35,29,13,0,141,9645
1306,1206,2,11,37,36,48,6,0,112,8526
1307,1207,32,35,22,9,56,11,0,108,8377
1308,1208,45,12,1,26,54,20,0,125,9464
1309,1209,30,17,38,14,5,35,0,251,16146
1310,1210,3,7,9,10,31,34,0,993,57447
1311,1211,36,54,3,31,15,48,7,981,44163
1312,1211,36,54,3,31,15,48,7,981,44163
1313,1211,36,54,3,31,15,48,7,981,44163
1314,1211,36,54,3,31,15,48,7,981,44163
1315,1211,36,54,3,31,15,48,7,981,44163
1316,1211,36,54,3,31,15,48,7,981,44163
1317,1211,36,54,3,31,15,48,7,981,44163
1318,1212,35,50,2,23,33,40,0,28,2326
1319,1213,3,53,45,11,34,26,0,111,6156
1320,1214,5,41,29,36,30,48,0,87,6593
1321,1215,47,51,10,50,30,25,0,144,10052
1322,1216,7,25,4,58,13,27,0,555,26524
1323,1217,5,43,28,15,11,50,0,266,16184
1324,1218,33,23,29,46,10,31,0,211,17290
1325,1219,34,37,41,53,2,33,0,220,17919
1326,1220,48,55,52,43,5,15,1,377,30478
1327,1221,46,5,58,37,14,43,0,102,5864
1328,1222,26,19,48,57,5,8,0,121,7404
1329,1223,17,15,48,42,35,47,0,358,9411
1330,1224,41,19,57,53,21,27,1,124,6867
1331,1225,32,55,34,31,50,40,1,36,3825
1332,1226,31,55,56,50,40,10,0,57,9917
1333,1227,35,31,4,30,54,28,1,463,5301
1334,1228,36,10,60,52,50,23,0,43,3050
1335,1229,12,49,60,32,30,40,0,42,2827
1336,1230,37,35,12,22,19,9,0,110,9272
1337,1231,20,27,49,5,23,39,1,161,9961
1338,1232,12,18,15,8,11,22,0,161,7374
1339,1233,49,22,59,29,32,54,0,33,3057
1340,1234,3,5,24,19,30,35,0,120,9102
1341,1235,16,49,55,20,10,26,0,83,6028
1342,1236,17,20,38,8,53,3,0,136,9270
1343,1237,26,21,39,5,18,59,1,132,9303
1344,1238,40,45,24,14,13,39,0,41,3065
1345,1239,15,1,48,37,39,52,0,57,3794
1346,1240,22,42,49,8,12,9,0,123,8257
1347,1241,13,26,25,10,28,45,0,181,12556
1348,1242,54,45,51,11,34,48,0,19,2046
1349,1243,32,19,23,57,9,29,0,139,8401
1350,1244,45,8,34,15,2,25,0,124,9080
1351,1245,34,10,37,50,43,2,4,1561,94921
1352,1245,34,10,37,50,43,2,4,1561,94921
1353,1245,34,10,37,50,43,2,4,1561,94921
1354,1245,34,10,37,50,43,2,4,1561,94921
1355,1246,59,10,37,57,40,43,0,46,3939
1356,1247,9,11,24,3,51,36,0,164,9543
1357,1248,20,33,58,34,57,60,0,86,3832
1358,1249,3,40,8,53,51,36,1,103,5887
1359,1250,59,1,2,40,51,24,0,61,4394
1360,1251,48,27,34,52,46,5,0,261,9795
1361,1252,35,2,51,14,49,39,0,67,4975
1362,1253,2,51,17,44,43,23,0,99,7284
1363,1254,9,29,18,7,14,39,0,142,9454
1364,1255,23,5,54,39,38,51,0,155,11485
1365,1256,26,38,33,35,53,43,0,121,8843
1366,1257,27,15,30,52,26,2,2,154,11765
1367,1257,27,15,30,52,26,2,2,154,11765
1368,1258,47,26,11,57,59,55,0,27,2688
1369,1259,39,54,58,46,4,6,0,74,5240
1370,1260,19,23,31,53,29,41,0,70,5798
1371,1261,10,41,14,22,53,42,0,78,6490
1372,1262,11,39,9,5,8,7,2,440,25528
1373,1262,11,39,9,5,8,7,2,440,25528
1374,1263,41,53,18,4,36,26,0,79,4180
1375,1264,56,17,37,51,4,36,0,29,2583
1376,1265,13,50,46,24,60,19,0,97,7669
1377,1266,39,6,42,10,60,33,0,106,8019
1378,1267,47,58,4,41,20,30,0,56,5172
1379,1268,17,53,60,44,16,3,0,123,8836
1380,1269,51,5,27,4,15,17,2,200,15111
1381,1269,51,5,27,4,15,17,2,200,15111
1382,1270,31,33,24,5,42,9,0,144,9186
1383,1271,2,52,39,59,48,1,0,65,6281
1384,1272,28,27,13,35,26,52,0,113,9626
1385,1273,60,26,19,58,13,40,0,118,8910
1386,1274,13,59,21,17,40,39,0,166,11088
1387,1275,58,55,14,2,60,48,0,111,11630
1388,1276,9,40,5,22,36,11,2,560,30367
1389,1276,9,40,5,22,36,11,2,560,30367
1390,1277,50,59,18,31,60,12,0,30,1783
1391,1278,4,16,24,56,25,30,0,187,5455
1392,1279,8,29,36,35,14,40,0,98,5880
1393,1280,29,6,54,10,20,16,0,97,8585
1394,1281,36,14,30,38,11,8,1,198,12813
1395,1282,4,39,56,23,52,55,0,37,4203
1396,1283,59,8,60,44,40,30,0,57,4333
1397,1284,26,21,20,36,31,29,0,46,3353
1398,1285,33,10,15,38,31,28,0,127,9744
1399,1286,5,52,2,33,51,28,0,185,12297
1400,1287,33,42,12,31,11,52,0,137,8177
1401,1288,42,32,56,40,30,17,0,69,7350
1402,1289,13,8,27,1,3,52,2,436,30724
1403,1289,13,8,27,1,3,52,2,436,30724
1404,1290,14,50,3,23,2,34,0,93,7535
1405,1291,18,57,58,40,47,54,0,49,5416
1406,1292,30,31,23,9,54,11,0,128,10397
1407,1293,24,50,1,44,13,40,0,163,11182
1408,1294,6,50,4,48,29,51,0,148,10401
1409,1295,20,2,43,15,5,57,1,314,20014
1410,1296,49,43,14,10,53,46,0,48,3607
1411,1297,2,56,11,5,59,13,0,100,9538
1412,1298,60,14,53,30,15,55,1,38,4046
1413,1299,56,32,8,22,43,53,0,35,3035
1414,1300,46,43,59,54,44,53,2,58,3652
1415,1300,46,43,59,54,44,53,2,58,3652
1416,1301,16,25,3,51,23,56,1,74,5155
1417,1302,44,15,56,2,10,57,0,63,5084
1418,1303,19,51,54,8,52,46,0,40,3573
1419,1304,35,23,15,7,20,14,0,79,7568
1420,1305,44,11,5,46,36,3,0,136,9982
1421,1306,45,6,19,34,43,22,0,167,10694
1422,1307,10,47,54,7,43,32,1,153,11019
1423,1308,24,33,7,30,47,8,0,75,4417
1424,1309,7,12,25,26,32,39,0,100,6163
1425,1310,14,8,53,9,59,32,0,107,7570
1426,1311,54,7,19,12,45,9,0,253,13609
1427,1312,28,30,29,22,20,5,0,201,10377
1428,1313,39,26,49,1,4,43,0,140,9036
1429,1314,42,44,52,58,60,38,0,122,7797
1430,1315,27,29,1,50,52,38,1,108,9003
1431,1316,48,34,25,42,13,8,1,241,9757
1432,1317,35,29,37,13,6,30,0,67,5004
1433,1318,34,46,14,28,11,16,0,140,6962
1434,1319,16,4,18,27,5,51,0,103,7798
1435,1320,38,17,55,41,24,25,0,128,8496
1436,1321,51,59,47,10,60,53,1,128,11775
1437,1322,55,43,21,10,47,53,0,54,3738
1438,1323,25,37,15,6,48,55,0,58,5387
1439,1324,29,44,51,31,18,57,0,86,5421
1440,1325,35,2,20,43,5,16,0,195,14090
1441,1326,30,19,10,18,50,11,0,179,13207
1442,1327,41,35,36,16,52,54,0,89,7175
1443,1328,43,27,59,53,23,10,1,213,14179
1444,1329,43,50,8,7,39,11,0,66,5244
1445,1330,48,8,21,18,49,30,0,76,6768
1446,1331,24,46,39,57,26,9,1,157,11461
1447,1332,5,13,3,24,35,59,1,150,10790
1448,1333,25,51,26,42,28,33,0,54,3893
1449,1334,8,25,27,6,10,1,0,392,16794
1450,1335,49,3,51,20,22,14,1,94,7457
1451,1336,51,54,32,1,38,47,1,38,3539
1452,1337,38,2,45,35,20,51,0,30,2680
1453,1338,19,33,18,43,60,1,1,102,6329
1454,1339,59,10,16,14,7,54,0,58,5087
1455,1340,36,21,13,59,60,30,0,71,6148
1456,1341,11,40,37,20,1,52,0,90,6566
1457,1342,5,60,46,42,50,7,0,102,8092
1458,1343,51,31,42,20,56,19,0,58,6113
1459,1344,19,42,8,36,21,59,3,236,13393
1460,1344,19,42,8,36,21,59,3,236,13393
1461,1344,19,42,8,36,21,59,3,236,13393
1462,1345,50,40,26,7,19,17,0,74,6043
1463,1346,59,47,32,48,40,12,1,57,5205
1464,1347,19,45,54,56,46,9,0,38,2940
1465,1348,38,45,39,7,12,56,0,89,5009
1466,1349,9,19,20,50,60,51,1,168,7012
1467,1350,4,36,29,55,45,3,5,954,85582
1468,1350,4,36,29,55,45,3,5,954,85582
1469,1350,4,36,29,55,45,3,5,954,85582
1470,1350,4,36,29,55,45,3,5,954,85582
1471,1350,4,36,29,55,45,3,5,954,85582
1472,1351,13,50,41,36,56,33,0,34,3264
1473,1352,35,59,36,9,18,24,0,75,6632
1474,1353,47,11,3,27,32,13,1,161,10308
1475,1354,2,42,8,49,48,38,1,71,4842
1476,1355,39,49,11,24,17,46,0,133,6490
1477,1356,21,46,6,22,13,31,0,90,7070
1478,1357,55,52,26,19,1,24,0,116,6940
1479,1358,16,15,37,3,35,47,0,145,10440
1480,1359,12,17,28,53,6,10,0,254,13663
1481,1360,50,25,17,16,54,2,2,112,9880
1482,1360,50,25,17,16,54,2,2,112,9880
1483,1361,37,27,44,30,38,23,0,38,3381
1484,1362,58,19,12,22,2,36,3,129,8825
1485,1362,58,19,12,22,2,36,3,129,8825
1486,1362,58,19,12,22,2,36,3,129,8825
1487,1363,52,25,42,45,35,57,0,36,2744
1488,1364,20,13,40,10,53,44,0,60,4436
1489,1365,50,35,32,26,2,24,0,52,3368
1490,1366,59,44,54,37,27,12,1,124,7974
1491,1367,38,29,43,13,7,2,0,111,6443
1492,1368,10,26,29,38,32,21,1,34,4447
1493,1369,32,24,16,38,5,46,0,195,7636
1494,1370,2,27,59,49,4,5,2,115,9979
1495,1370,2,27,59,49,4,5,2,115,9979
1496,1371,47,11,8,49,3,4,0,101,7421
1497,1372,46,60,58,36,40,3,0,48,4069
1498,1373,52,39,7,27,55,57,1,73,6082
1499,1374,21,33,28,31,43,6,0,32,3575
1500,1375,25,28,53,45,14,58,2,121,7136
1501,1375,25,28,53,45,14,58,2,121,7136
1502,1376,53,49,21,11,54,9,0,57,4091
1503,1377,25,5,13,12,35,2,1,175,12352
1504,1378,18,17,59,2,54,5,0,74,5614
1505,1379,45,5,36,12,50,58,0,61,5455
1506,1380,52,14,3,60,57,55,0,100,6994
1507,1381,44,30,27,11,40,57,1,109,7087
1508,1382,17,27,55,13,5,16,0,70,6131
1509,1383,9,55,23,44,7,46,0,106,6224
1510,1384,56,18,31,2,30,45,2,56,5010
1511,1384,56,18,31,2,30,45,2,56,5010
1512,1385,42,37,35,27,59,36,1,52,4170
1513,1386,39,56,28,12,51,38,0,27,3462
1514,1387,43,27,18,52,50,32,0,47,3492
1515,1388,54,31,50,43,29,22,0,48,4047
1516,1389,1,44,39,16,57,28,1,146,7397
1517,1390,29,27,19,4,28,31,2,149,7924
1518,1390,29,27,19,4,28,31,2,149,7924
1519,1391,19,7,12,34,53,40,0,74,5293
1520,1392,43,8,2,28,33,12,0,116,8651
1521,1393,44,28,18,24,4,39,1,86,5717
1522,1394,11,35,16,46,24,50,0,32,4092
1523,1395,5,44,11,19,17,48,0,245,13657
1524,1396,52,48,54,58,55,29,0,44,4577
1525,1397,15,56,3,27,4,7,0,249,18115
1526,1398,42,51,14,40,32,33,0,75,7149
1527,1399,39,43,60,57,34,56,2,648,9834
1528,1399,39,43,60,57,34,56,2,648,9834
1529,1400,34,26,9,43,54,53,0,72,6208
1530,1401,12,11,54,33,48,25,1,233,11965
1531,1402,38,10,27,2,21,9,0,101,7929
1532,1403,16,39,13,26,42,20,0,95,6176
1533,1404,7,32,31,51,27,8,0,88,7470
1534,1405,14,17,32,37,39,3,1,315,15516
1535,1406,7,10,38,17,24,57,0,134,9133
1536,1407,53,42,31,43,29,18,0,53,3583
1537,1408,43,39,20,19,24,4,0,118,8075
1538,1409,50,6,47,58,26,19,0,96,6846
1539,1410,54,29,18,42,40,50,0,70,6917
1540,1411,32,44,12,8,48,46,2,360,21016
1541,1411,32,44,12,8,48,46,2,360,21016
1542,1412,6,8,37,24,45,41,1,103,6893
1543,1413,54,33,13,55,45,15,0,70,3887
1544,1414,44,49,57,37,21,46,0,36,3349
1545,1415,51,49,46,40,36,26,0,39,3766
1546,1416,49,3,19,35,22,24,2,206,14457
1547,1416,49,3,19,35,22,24,2,206,14457
1548,1417,12,56,5,52,45,59,4,83,6383
1549,1417,12,56,5,52,45,59,4,83,6383
1550,1417,12,56,5,52,45,59,4,83,6383
1551,1417,12,56,5,52,45,59,4,83,6383
1552,1418,7,8,10,27,12,56,0,188,11107
1553,1419,52,21,48,58,30,17,0,56,3828
1554,1420,45,16,18,11,36,2,0,129,9189
1555,1421,31,39,59,19,53,44,1,142,8046
1556,1422,17,44,2,5,13,39,1,250,12007
1557,1423,43,8,21,27,3,25,3,187,8340
1558,1423,43,8,21,27,3,25,3,187,8340
1559,1423,43,8,21,27,3,25,3,187,8340
1560,1424,60,38,29,3,7,15,0,83,6625
1561,1425,7,29,50,16,38,36,1,82,6460
1562,1426,24,44,6,15,18,30,0,67,5957
1563,1427,47,44,53,56,8,39,0,73,4824
1564,1428,15,55,37,34,19,7,1,204,9777
1565,1429,9,22,60,48,12,39,0,59,4805
1566,1430,19,2,30,46,22,52,0,87,6685
1567,1431,33,54,40,5,9,13,0,278,17721
1568,1432,16,24,25,45,59,42,0,124,10268
1569,1433,14,46,40,13,4,52,1,124,9358
1570,1434,3,34,58,22,18,55,2,116,6335
1571,1434,3,34,58,22,18,55,2,116,6335
1572,1435,45,47,50,52,15,4,0,93,6915
1573,1436,1,23,13,30,24,57,0,127,9275
1574,1437,48,37,26,22,38,23,0,107,8856
1575,1438,49,7,33,31,36,14,2,712,19524
1576,1438,49,7,33,31,36,14,2,712,19524
1577,1439,35,55,2,43,34,42,0,45,3961
1578,1440,6,28,56,2,36,51,1,148,11068
1579,1441,56,29,53,36,38,17,0,66,5471
1580,1442,12,20,13,49,34,30,0,80,6274
1581,1443,52,32,12,54,20,48,0,72,5984
1582,1444,2,5,55,28,27,48,0,175,11165
1583,1445,41,32,19,58,5,49,1,133,10497
1584,1446,13,32,6,51,40,24,1,87,5521
1585,1447,1,41,28,33,39,19,0,51,4339
1586,1448,25,29,36,1,56,60,0,83,6212
1587,1449,2,18,30,56,52,6,0,116,8481
1588,1450,27,45,44,26,38,31,0,88,7146
1589,1451,57,10,33,2,11,52,0,164,12868
1590,1452,50,57,58,28,2,14,0,60,5878
1591,1453,47,32,25,57,6,13,0,282,14237
1592,1454,27,52,41,29,4,48,0,144,11007
1593,1455,33,14,52,36,32,41,3,1368,113258
1594,1455,33,14,52,36,32,41,3,1368,113258
1595,1455,33,14,52,36,32,41,3,1368,113258
1596,1456,36,6,40,14,8,26,0,24,2685
1597,1457,34,16,46,15,42,59,0,96,6867
1598,1458,2,16,4,44,33,51,0,134,9515
1599,1459,2,6,35,30,52,34,1,147,11563
1600,1460,50,52,14,4,27,38,0,103,7074
1601,1461,44,31,49,54,36,47,0,99,6683
1602,1462,5,9,25,40,38,27,1,392,12264
1603,1463,40,22,13,29,48,28,0,46,4520
1604,1464,59,2,54,32,24,50,0,76,5570
1605,1465,11,6,53,44,16,26,0,117,7939
1606,1466,4,13,51,37,6,34,1,213,15287
1607,1467,41,53,26,23,52,24,1,75,3925
1608,1468,2,20,37,19,1,10,1,179,6493
1609,1469,4,56,54,13,35,58,0,105,6920
1610,1470,2,34,51,36,38,55,2,172,9203
1611,1470,2,34,51,36,38,55,2,172,9203
1612,1471,58,33,36,40,25,10,0,92,5159
1613,1472,12,23,25,18,45,50,0,130,7002
1614,1473,60,12,57,58,33,2,0,121,8300
1615,1474,2,43,11,1,3,28,1,158,11838
1616,1475,13,12,51,37,48,44,1,111,9065
1617,1476,26,10,4,37,47,57,0,58,4681
1618,1477,50,59,56,46,3,4,0,58,4036
1619,1478,10,40,27,47,55,37,0,56,4924
1620,1479,57,21,54,48,50,60,0,59,5006
1621,1480,9,14,26,36,52,21,1,151,11395
1622,1481,40,27,55,17,28,44,0,46,3154
1623,1482,11,9,6,34,41,53,0,79,5433
1624,1483,55,53,1,35,56,39,0,53,4817
1625,1484,49,29,17,53,20,24,0,85,7114
1626,1485,30,59,27,36,4,54,0,212,12408
1627,1486,10,1,34,54,6,40,1,174,12128
1628,1487,4,17,23,28,9,53,0,198,9593
1629,1488,4,51,45,22,38,25,1,144,7105
1630,1489,48,15,24,28,1,26,1,86,5462
1631,1490,31,32,43,3,52,1,0,73,4902
1632,1491,56,6,45,60,26,50,0,74,5450
1633,1492,48,44,46,4,18,9,1,232,12719
1634,1493,30,24,12,49,7,27,2,137,9075
1635,1493,30,24,12,49,7,27,2,137,9075
1636,1494,50,28,35,24,2,14,0,68,5746
1637,1495,13,49,4,44,14,57,0,140,9828
1638,1496,28,18,41,54,14,47,0,106,8337
1639,1497,58,7,27,45,4,5,0,252,17540
1640,1498,11,46,27,49,6,40,0,237,14820
1641,1499,26,37,8,22,54,33,1,295,18276
1642,1500,57,43,18,59,10,31,1,81,7055
1643,1501,13,37,54,7,29,1,1,238,11210
1644,1502,6,43,22,52,57,51,0,48,3580
1645,1503,36,22,42,3,16,4,0,111,8448
1646,1504,41,2,42,30,12,10,0,74,5957
1647,1505,32,1,6,9,16,2,0,263,15199
1648,1506,49,34,42,18,3,14,0,182,10892
1649,1507,46,24,51,50,56,52,0,93,7021
1650,1508,58,39,18,17,35,30,2,115,10276
1651,1508,58,39,18,17,35,30,2,115,10276
1652,1509,27,51,1,46,59,6,0,71,5633
1653,1510,1,8,44,17,46,53,1,95,9101
1654,1511,8,29,31,4,17,45,0,138,7658
1655,1512,35,11,28,46,42,58,0,94,5874
1656,1513,31,57,17,56,28,58,0,44,4837
1657,1514,23,16,17,59,42,60,1,66,6219
1658,1515,59,49,13,18,4,14,1,111,8567
1659,1516,34,60,18,45,4,20,1,56,3946
1660,1517,45,38,52,17,7,56,0,60,5366
1661,1518,28,8,55,41,48,9,0,28,2892
1662,1519,6,23,56,15,5,59,0,72,5886
1663,1520,36,46,48,31,7,35,0,43,5886
1664,1521,18,30,14,11,33,39,1,134,9266
1665,1522,33,5,23,32,8,56,0,93,6765
1666,1523,25,39,44,41,31,22,0,61,4254
1667,1524,40,53,12,46,2,52,0,53,4637
1668,1525,30,46,35,54,26,2,0,67,6260
1669,1526,51,47,28,10,59,16,1,149,10735
1670,1527,32,44,42,48,16,36,0,92,5439
1671,1528,4,13,58,36,19,15,0,101,7347
1672,1529,35,17,15,34,49,11,1,75,6622
1673,1530,53,10,28,16,48,33,2,138,9644
1674,1530,53,10,28,16,48,33,2,138,9644
1675,1531,24,41,12,42,44,13,0,108,5944
1676,1532,42,2,11,23,31,44,3,91,5676
1677,1532,42,2,11,23,31,44,3,91,5676
1678,1532,42,2,11,23,31,44,3,91,5676
1679,1533,29,21,47,57,13,34,0,89,5659
1680,1534,28,12,34,29,1,48,1,89,6196
1681,1535,55,25,9,8,54,41,0,63,6058
1682,1536,18,32,29,13,50,58,0,89,7408
1683,1537,6,56,33,50,51,10,1,209,11870
1684,1538,35,52,27,53,57,23,1,132,5238
1685,1539,10,49,8,58,20,26,0,53,4366
1686,1540,54,47,27,17,3,32,0,299,14429
1687,1541,37,5,24,44,49,58,0,205,12026
1688,1542,7,12,57,11,30,39,0,154,11783
1689,1543,30,7,23,20,15,41,0,182,13138
1690,1544,30,50,45,2,35,21,0,152,10385
1691,1545,6,48,11,45,4,24,1,680,45410
1692,1546,38,44,17,60,4,53,0,100,6673
1693,1547,28,21,9,10,2,18,1,227,11559
1694,1548,44,41,42,54,47,19,0,45,3429
1695,1549,32,53,16,20,12,10,1,66,6564
1696,1550,21,56,36,9,13,27,1,229,14109
1697,1551,2,23,38,15,21,19,1,131,7631
1698,1552,7,18,26,46,39,24,0,122,7839
1699,1553,29,21,20,46,22,60,0,48,3788
1700,1554,30,52,50,49,53,32,0,60,4098
1701,1555,5,52,59,2,33,23,0,167,13033
1702,1556,7,52,11,10,1,4,0,549,26705
1703,1557,46,18,16,45,31,4,0,123,8744
1704,1558,31,42,15,7,17,54,0,186,11538
1705,1559,37,58,12,29,8,16,1,317,16431
1706,1560,30,47,53,38,20,36,4,1147,90376
1707,1560,30,47,53,38,20,36,4,1147,90376
1708,1560,30,47,53,38,20,36,4,1147,90376
1709,1560,30,47,53,38,20,36,4,1147,90376
1710,1561,28,26,54,55,23,60,0,20,1669
1711,1562,12,10,51,37,23,47,0,59,4384
1712,1563,43,36,1,20,13,6,1,202,10395
1713,1564,54,44,38,25,46,53,1,71,5602
1714,1565,43,41,37,51,18,39,0,52,5157
1715,1566,11,32,60,5,6,36,1,133,8797
1716,1567,53,38,30,2,15,48,0,59,4463
1717,1568,28,58,19,24,42,25,0,103,7192
1718,1569,42,15,18,31,5,53,0,81,6718
1719,1570,18,46,42,15,56,24,0,225,11903
1720,1571,46,60,55,32,3,29,0,176,11857
1721,1572,46,42,27,45,20,47,0,93,11613
1722,1573,7,16,36,35,38,21,0,230,19015
1723,1574,6,28,33,48,46,27,0,459,29794
1724,1575,1,5,4,45,14,56,1,709,42590
1725,1576,26,30,21,15,13,46,0,88,5886
1726,1577,25,32,11,59,51,14,1,86,6004
1727,1578,6,53,56,30,37,3,0,107,6347
1728,1579,34,25,40,51,60,49,0,23,2180
1729,1580,1,6,14,17,33,36,2,378,20400
1730,1580,1,6,14,17,33,36,2,378,20400
1731,1581,31,34,15,14,25,30,0,41,4202
1732,1582,4,17,1,48,13,38,1,125,10807
1733,1583,18,2,9,47,17,45,0,130,7907
1734,1584,27,54,28,50,22,3,0,97,7379
1735,1585,55,47,43,48,49,2,0,103,8235
1736,1586,47,58,8,43,39,46,0,150,10556
1737,1587,8,21,19,30,52,56,0,179,12440
1738,1588,36,29,23,49,32,45,2,353,21216
1739,1588,36,29,23,49,32,45,2,353,21216
1740,1589,11,41,51,5,19,4,0,87,7815
1741,1590,40,7,44,55,34,20,0,89,8050
1742,1591,4,23,55,10,38,33,1,278,16180
1743,1592,41,49,36,42,31,38,0,23,2341
